,Ticker,Company,CEO,Year,Market Cap,CEO Pay,Median Worker Pay,Pay Ratio,Rank
60,JCI,Johnson Controls International PLC,George Oliver,2023,56547508224.0,15882646,49465,321:01:00,mid
61,PCAR,Paccar Inc.,Preston Feight,2023,56279871488.0,15658665,93387,224:01:00,mid
62,CARR,Carrier Global Corp.,David Gitlin,2023,55986421760.0,17695200,51614,343:01:00,mid
63,CARR,Carrier Global Corp.,David Gitlin,2023,55986421760.0,17695200,51614,343:01:00,mid
64,MNST,Monster Beverage Corp.,Rodney Sacks,2023,53148221440.0,17875482,98177,182:01:00,mid
65,ALL,Allstate Corp.,Thomas Wilson,2023,52779925504.0,16487957,68814,239:01:00,mid
66,KMB,Kimberly Clark Corp.,Michael Hsu,2023,47102582784.0,16528052,51084,324:01:00,mid
67,KR,Kroger Co.,Rodney McMullen,2023,46904139776.0,15710572,31302,502:01:00,mid
68,ROST,"Ross Stores, Inc.",Barbara Rentler,2023,46295638016.0,18094944,8618,"2,100:1",mid
69,FANG,"Diamondback Energy, Inc.",Travis D. Stice,2023,46009540608.0,17583386,167164,105:01:00,mid
70,TEL,TE Connectivity Ltd.,Terrence R. Curtin,2023,45955309568.0,16717748,28447,588:01:00,mid
71,HES,Hess Corp.,John Hess,2023,45891096576.0,16750203,216197,78:01:00,mid
72,OXY,Occidental Petroleum Corp.,Vicki Hollub,2023,45836390400.0,17735019,190610,93:01:00,mid
73,LULU,Lululemon Athletica Inc.,Calvin McDonald,2023,44525445120.0,16494777,19518,845:01:00,mid
74,TRGP,Targa Resources Corp.,Matthew Meloy,2023,43996545024.0,14191630,133130,107:01:00,mid
75,AME,Ametek,David Zapico,2023,43663749120.0,14538544,68084,214:01:00,mid
76,GLW,Corning,Wendell Weeks,2023,42956685312.0,15627653,42240,370:01:00,mid
77,CCI,Crown Castle Inc.,Jay Brown,2023,40895672320.0,14676171,123665,119:01:00,mid
78,DHI,Horton D R Inc.,Paul J. Romanowski,2023,40684322816.0,14189342,116043,277:01:00,mid
79,GEHC,GE HealthCare,Peter J. Arduini,2023,39944978432.0,17042211,74733,328:01:00,mid
80,OTIS,Otis Worldwide Corp.,Judy Marks,2023,39564664832.0,15924194,49048,325:01:00,mid
81,PWR,"Quanta Services, Inc.","Earl C. (Duke) Austin, Jr.",2023,38476648448.0,14624532,108385,135:01:00,mid
82,SYY,Sysco Corp.,Kevin Hourican,2023,36956434432.0,14341020,98704,145:01:00,mid
83,A,"Agilent Technologies, Inc.",Michael McMullen,2023,36486877184.0,16023410,78825,203:01:00,mid
84,ED,Consolidated Edison Inc.,Timothy P. Cawley,2023,35198201856.0,16176871,224220,72:01:00,mid
85,ACGL,Arch Capital Group Ltd.,Marc Grandisson,2023,34971324416.0,13102252,147294,86:01:00,mid
86,HSY,Hershey Co.,Ms. Buck,2023,34958405632.0,15654209,43527,360:01:00,mid
87,DXCM,Dexcom Inc.,Kevin R. Sayer,2023,34532524032.0,15712244,85574,184:01:00,mid
88,RMD,Resmed Inc.,Michael Farrell,2023,34296383488.0,13868641,59197,235:01:00,mid
89,IR,Ingersoll Rand Inc.,Vicente Reynal,2023,34173376512.0,15523750,55400,280:01:00,mid
90,HIG,"Hartford Financial Services Group, Inc.",Christopher Swift,2023,33755574272.0,16408250,101119,162:01:00,mid
91,GIS,General Mills Inc.,Jeffrey Harmening,2023,33415620608.0,16385646,51906,316:01:00,mid
92,VMC,Vulcan Materials Co.,Thomas Hill,2023,32672122880.0,13530753,99874,136:01:00,mid
93,HUM,Humana Inc.,Bruce Broussard,2023,32624822272.0,16327384,85122,192:01:00,mid
94,CCL,Carnival Corp.,Josh Weinstein,2023,32350730240.0,13808603,16789,822:01:00,mid
95,STZ,"Constellation Brands, Inc.",William Newlands,2023,31722678272.0,16068340,34821,461:01:00,mid
96,WAB,Westinghouse Air Brake Technologies Corp.,Rafael Santana,2023,31668385792.0,15493240,48924,317:01:00,mid
97,EFX,Equifax Inc.,Mark Begor,2023,30410684416.0,13049808,69056,189:01:00,mid
98,VTR,"Ventas, Inc.",Debra Cafaro,2023,30241345536.0,13520625,114544,118:01:00,mid
99,VTR,"Ventas, Inc.",Debra Cafaro,2023,30241345536.0,13520625,114544,118:01:00,mid
100,IP,International Paper CO,Mark Sutton,2023,29647200256.0,12845526,87004,148:01:00,mid
101,MPWR,Monolithic Power Systems Inc.,Michael Hsing,2023,29220331520.0,14643469,49493,296:01:00,mid
102,STT,State Street Corp.,Ronald O’Hanley,2023,28624779264.0,13449164,51581,261:01:00,mid
103,DTE,DTE Energy Co.,Gerardo Norcia,2023,27708254208.0,10278098,144402,71:01:00,mid
104,KEYS,"Keysight Technologies, Inc.",Satish Dhanasekaran,2023,27614642176.0,10750924,85570,125:01:00,mid
105,CHD,Church & Dwight CO Inc.,Matthew Farrell,2023,27351863296.0,11182166,88482,126:01:00,mid
106,PPL,PPL Corp.,Vincent Sorgi,2023,25995331584.0,11969556,173259,69:01:00,mid
107,PPG,PPG Industries Inc.,T. M. Knavish,2023,25695731712.0,9840723,49519,252:01:00,mid
108,HBAN,Huntington Bancshares Inc.,Stephen Steinour,2023,23943426048.0,10179479,74173,137:01:00,mid
109,HBAN,Huntington Bancshares Inc.,Stephen Steinour,2023,23943426048.0,10179479,74173,137:01:00,mid
110,TROW,Price T Rowe Group Inc.,Robert Sharps,2023,23536867328.0,12841931,157096,82:01:00,mid
111,SBAC,SBA Communications Corp.,Jeffrey Stoops,2023,23449307136.0,11261032,69257,163:01:00,mid
112,SBAC,SBA Communications Corp.,Jeffrey Stoops,2023,23449307136.0,11261032,69257,163:01:00,mid
113,VRSN,Verisign Inc.,James Bidzos,2023,22503448576.0,12245901,217196,56:01:00,mid
114,TSN,"Tyson Foods, Inc.",Donnie King,2023,21848938496.0,13180119,41949,314:01:00,mid
115,WY,Weyerhaeuser Co.,Devin Stockfish,2023,21839896576.0,13022431,100256,130:01:00,mid
116,CMS,CMS Energy Corp.,Garrick Rochow,2023,21826975744.0,9637210,170276,57:01:00,mid
117,STX,Seagate Technology Holdings PLC,William Mosley,2023,21575061504.0,11436208,12065,948:01:00,mid
118,NTRS,Northern Trust Corp.,Michael O’Grady,2023,21569832960.0,10174760,70565,144:01:00,mid
119,RF,Regions Financial Corp.,John Turner,2023,21468575744.0,9217718,66724,139:01:00,mid
120,DECK,Deckers Outdoor Corp.,Dave Powers,2023,21151223808.0,11391476,51320,222:01:00,mid
121,NRG,"NRG Energy, Inc.",Mauricio Gutierrez,2023,20994428928.0,13128160,74050,177:01:00,mid
122,IFF,International Flavors & Fragrances Inc.,"Frank K. Clyburn, Jr",2023,20917344256.0,10747653,57024,188:01:00,mid
123,PHM,Pultegroup Inc.,Ryan Marshall,2023,20909862912.0,12530908,103517,121:01:00,mid
124,INVH,Invitation Homes Inc.,Dallas Tanner,2023,20834729984.0,10393322,76008,137:01:00,mid
125,STLD,Steel Dynamics Inc.,Mark Millett,2023,20563732480.0,11823662,119460,99:01:00,mid
126,NTAP,"Netapp, Inc.",George Kurian a b,2023,20291971072.0,11370423,154521,74:01:00,mid
127,CFG,Citizens Financial Group Inc.,Bruce Van Saun,2023,20007759872.0,11075271,74287,149:01:00,mid
128,CLX,Clorox CO,Linda Rendle,2023,19265683456.0,11649650,72682,160:01:00,mid
129,KEY,Keycorp,Christopher Gorman,2023,19140677632.0,10268718,80737,127:01:00,mid
130,PODD,Insulet Corp.,James Hollingshead,2023,19120457728.0,12379765,107199,115:01:00,mid
131,SNA,Snap-on Inc.,Nicholas Pinchuk,2023,17874989056.0,10574757,67206,157:01:00,mid
132,TER,"Teradyne, Inc.",Gregory Smith,2023,17766451200.0,10110437,98546,103:01:00,mid
133,GPC,Genuine Parts Co.,Paul Donahue,2023,17331095552.0,11398274,38903,293:01:00,mid
134,UDR,"UDR, Inc.",Thomas Toomey,2023,17025314816.0,11755015,85212,138:01:00,mid
135,WDC,Western Digital Corp.,David Goeckeler,2023,17019028480.0,11031692,11519,958:01:00,mid
136,JBL,Jabil Inc.,Kenneth Wilson,2023,16969161728.0,10237971,8804,"1,163:1",mid
137,FFIV,"F5, Inc.",François Locoh-Donou,2023,16859261952.0,10856766,142691,76:01:00,mid
138,FFIV,"F5, Inc.",François Locoh-Donou,2023,16859261952.0,10856766,142691,76:01:00,mid
139,DPZ,Dominos Pizza Inc.,Russell Weiner,2023,16795437056.0,10135862,31481,322:01:00,mid
140,LNT,Alliant Energy Corp.,John Larsen,2023,16564334592.0,9709782,173346,56:01:00,mid
141,ZBRA,Zebra Technologies Corp.,William Burns,2023,16187016192.0,11259895,64037,177:01:00,mid
142,MAS,Masco Corp.,Keith Allman,2023,15936882688.0,12476381,56636,220:01:00,mid
143,J,Jacobs Solutions Inc.,Robert Pragada,2023,15699111936.0,10898649,91465,104:01:00,mid
144,PNR,Pentair PLC,John Stauch,2023,15525760000.0,10008469,57729,173:01:00,mid
145,CF,"CF Industries Holdings, Inc.",Anthony Will,2023,13735886848.0,12899559,140469,92:01:00,mid
146,SWK,"Stanley Black & Decker, Inc.",Donald Allan,2023,13361442816.0,13877644,64305,216:01:00,mid
147,BXP,Boston Properties Inc.,Owen Thomas,2023,12514747392.0,12963964,134611,96:01:00,mid
148,TAP,Molson Coors Beverage Co.,Gavin D.K. Hattersley,2023,12414411776.0,12210558,80339,152:01:00,mid
149,AKAM,Akamai Technologies Inc.,Dr. Leighton,2023,12127655936.0,13384975,114429,117:01:00,mid
150,CPB,Campbell Soup Co.,Mark Clouse,2023,11942246400.0,11699822,70105,167:01:00,mid
151,SJM,J M Smucker Co,Mark Smucker,2023,11762160640.0,11348537,74353,153:01:00,mid
152,UHS,Universal Health Services Inc.,Marc Miller,2023,11391600640.0,14407937,50152,287:01:00,mid
153,LKQ,LKQ Corp.,Dominick Zarcone,2023,10933749760.0,12189021,41841,291:01:00,mid
154,IPG,"Interpublic Group OF Companies, Inc.",Philippe Krakowsky,2023,10210582528.0,14441360,70319,205:01:00,mid
155,DAY,Dayforce,David D. Ossip,2023,9856410624.0,13591865,69111,197:01:00,mid
156,WBA,"Walgreens Boots Alliance, Inc.",Rosalind Brewer,2023,9229154304.0,14134190,34763,407:01:00,mid
157,ALB,Albemarle Corp.,Kent Masters,2023,9056648192.0,14472114,57103,253:01:00,mid
158,CRL,"Charles River Laboratories International, Inc.",James Foster,2023,8454217728.0,14096924,53621,263:01:00,mid
159,AES,AES Corp.,Andrés Gluski,2023,8240803328.0,12716194,52028,244:01:00,mid
160,IVZ,Invesco Ltd.,Andrew Schlossberg,2023,7783798272.0,11864931,111480,108:01:00,mid
161,MOS,Mosaic Co.,James O RourkeJoc,2023,7598068224.0,11881204,33404,356:01:00,mid
162,CE,Celanese Corp.,Lori Ryerkerk,2023,5569372160.0,12972962,77662,167:01:00,mid
163,FMC,FMC Corp.,Mark Douglas,2023,4606448640.0,9623437,59199,163:01:00,mid
